Nom,Description,Photo,Quentin Chavanne,Unnamed: 1,Unnamed: 2
Julien Monier,Dessinateur. Musicien.,,,,
Fabien Nury,"Né le 31 mai 1976, Fabien Nury a démarré sa carrière comme concepteur-rédacteur et responsable de création dans la publicité. Alors qu’il gardait dans un coin de sa tête quelques projets de BD, sa rencontre avec Xavier Dorison a été déterminante : en lui racontant le ""pitch"" de W.E.S.T, le scénariste du Troisième Testament l’a décidé à sauter le pas et à se lancer, à vingt-sept ans, dans son premier scénario. Il entame W.E.S.T en 2003 avec Dorison pour le scénario, et Christian Rossi, qui se charge du dessin. Le sixième tome, intitulé Seth, a paru en 2011 aux éditions Dargaud.
Fabien Nury travaille également, entre 2004 et 2007, sur la série fantastique Je suis Légion, mise en images par John Cassaday. La série se poursuit avec Les Chroniques de Légion qui remontent jusqu’aux origines du mythe, parues entre 2011 et 2012 chez Glénat.
De 2007 à 2012, Nury scénarise la série historique Il était une fois en France, dessinée par Sylvain Vallée et retraçant la biographie du très controversé Joseph Joanovici, pour laquelle on lui décerne, en 2011, le prix de la meilleure série au Festival de la BD d&#39Angoulême.
Il signe aussi la série noire mêlée d’aventures Le Maître de Benson Gate (Dargaud, 4 tomes parus).
Avec Maurin Defrance au co-scénario, Merwan et Fabien Bedouel au dessin, il publie la série L’Or et le Sang dont les quatre tomes sont sélectionnés au Festival d&#39Angoulême.
Avec Thierry Robin, il réalise le diptyque La Mort de Staline chez Dargaud, lui-aussi retenu en sélection officielle du Festival d’Angoulême, puis Mort au tsar.
Sur un dessin de Brüno, Fabien Nury signe Atar Gull ou le destin d’un esclave modèle, paru en 2011, ainsi que les deux tomes de Tyler Cross (prix de la BD Fnac 2014), parus en 2013 et 2015. Il écrit également un XIII Mystery consacré à Steve Rowland, dessiné par Richard Guérineau.
Avec Pierre Alary, Fabien lance en 2013 chez Glénat les aventures de Silas Corey (4 tomes parus - Prix de la BD Fnac Belgique 2014).
Avec Éric Henninot, il rend hommage à Jack London dans Fils du Soleil, publié en 2014.
En 2015 sort le one shot Comment faire fortune en juin 40 chez Casterman, co-écrit avec Xavier Dorison et dessiné par Laurent Astier.
En 2017, il retrouve Sylvain Vallée pour Katanga chez Dargaud.
Fabien Nury crée pour Canal + la série Guyane dont il réalise le dernier épisode, qui est diffusée début 2017.
Il vit en Île-de-France.


Sylvain Vallée débute en tant qu&#39illustrateur de presse et de publicité. Diplômé de l&#39école Saint-Luc de Bruxelles, il publie en 1997 un premier album remarqué, L’Écrin, polar teinté d&#39humour noir dont il réalise scénario et dessins, ainsi qu’une série d&#39illustrations inspirées de célèbres films (dont les Les tontons flingueurs) qui rencontrent un vif succès sous formes d&#39affiches. La même année, Jean-Charles Kraehn lui propose de collaborer sur la série Gil-Saint-André chez Glénat, pour laquelle il assurera le dessin des tomes 3 à 8. En 2006, il créé Il était une fois en France avec Fabien Nury, aux éditions Glénat. Récompensé par le prix de la meilleure série au Festival d’Angoulême en 2011, Sylvain fait découvrir à travers elle un nouveau pan plus personnel de son imaginaire graphique, lié au polar et à l’Histoire. La série rencontrera un succès critique et public indéniable : plus d’1,2 million d’exemplaires vendus. En 2014, il réalise un XIII Mystery, déclinaison de la mythique série XIII, et consacrée au personnage de Betty Barnowsky, sur un scénario de Joël Callède. De 2017 à 2019, il reprend sa collaboration avec Fabien Nury pour créer le triptyque Katanga (éd. Dargaud), récit au cœur de la décolonisation du Congo. En 2021, il publie avec Mark Eacersall son premier roman graphique : Tananarive, Prix RTL, prix Bdgest’Arts et Prix Voyage 2022 organisé par la SNCF et l’association À Tours de Bulles. Réside à Saint-Malo.",https://m.media-amazon.com/images/I/61ZNqT1j0iL._SY600_.jpg,,,
Bruno Lecigne,"Romancier, essayiste, critique. Directeur de collection aux Humanoïdes associés (en 1989).",,,,
Annie Jay,"Annie Jay est un auteur français de romans historiques d&#39une grande précision de détails, destinés à la jeunesse, dont la trame de narration est utilisée en pédagogie.

Elle a grandi en banlieue parisienne. Elle a suivi une année de droit à l&#39université puis s&#39est mariée.

Elle a travaillé à temps partiel comme comptable à Toulouse et habite dans la région de Montauban. Elle est à présent écrivain à plein temps.
Son premier roman, Complot à Versailles, paru en 1993, est dû à un pari avec ses neveux...

Attirée depuis toujours par le monde des enfants, Bénédicte Carboneill, alias Carbone, choisit de devenir professeur des écoles. ""Maîtresse"" depuis 1995 et directrice de maternelle, l&#39écriture arrive par hasard dans sa vie et finit par s&#39imposer. De parutions pédagogiques (pour les éditions Jocatop, Bordas, La Classe Maternelle) en projets pour ses élèves : L&#39idée de travailler en classe à partir de ses albums germe et aboutit à la création des éditions du Pas de l&#39échelle (aujourd&#39hui Label de BPE-PEMF), alliance d&#39albums et de fichiers pédagogiques. Éditrice, directrice de collection mais avant tout auteure, Bénédicte écrit pour les tout-petits mais aussi les adolescents chez divers éditeurs (Fleurus, Oskar, Auzou, Larousse, Mijade...). Fin 2015, Bénédicte Carboneill prend le pseudo de Carbone et s&#39essaye à la bande dessinée avec un premier projet "" Le Pass&#39Temps "" aux éditions Jungle (sept 2016). Puis les éditions Dupuis accueillent La boîte à Musique (avec Gijé), première de plusieurs séries à venir (Les Zindics Anonymes, La Brigade des Souvenirs, Dans les yeux de Lya). Aujourd&#39hui en mi-temps annualisé de l&#39Éducation Nationale, Carbone articule sa vie entre pédagogie et scénario de BD, univers dans lequel elle s&#39épanouie désormais.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Dufaux Jean,"Dans L&#39Onde Septimus, la menace d&#39un engin extraterrestre, baptisé Orpheus, avait été déjouée grâce au sacrifice d&#39Olrik. Depuis, le « colonel » vit reclus dans un asile psychiatrique. Tandis que Philip Mortimer tente de ramener à la raison son vieil adversaire, en usant de la célèbre formule du sheik Abdel Razek (« Par Horus, demeure ! »), il apprend qu&#39il existe un autre Orpheus. À bord d&#39un cargo transformé en laboratoire secret, Mortimer découvre cette l&#39étrange pilote de cette machine venue d&#39ailleurs : un alien à forme humaine, sombre et hiératique, auquel les scientifiques ont donné le nom de « Moloch », la divinité biblique. Mais les réactions de ce Moloch, et les hiéroglyphes qu&#39il laisse derrière lui comme autant de messages indéchiffrables, font craindre le pire. Cette fois encore, la capitale britannique est en danger. À moins qu&#39Olrik ne joue de nouveau les héros... Avec L&#39Onde Septimus 2, Jean Dufaux conjugue science-fiction, aventure et folie en un bel hommage à l&#39oeuvre de Jacobs, relayé par le trait évocateur et précis du travail à quatre mains de Christian Cailleaux et Étienne Schréder, qui mettent en scène un Londres éternel digne de La Marque Jaune.",,,,
Bill Watterson,"Revue de presse
""At some level, all American childhoods are the same, which probably explains our lasting love affair with Calvin and Hobbes."" (Timothy R. Smith, The Washington Post)

""Bill Watterson&#39s &#39Calvin and Hobbes,&#39 easily one of the most beloved comic strips of all time..."" (Bryan Hood, New York Post)

""A student of comics, Watterson drew from an eclectic set of influences...The result was a strip that was vibrant, accessible, and beautiful."" (Jake Rossen, Mental Floss)
Quatrième de couverture
Calvin and Hobbesis unquestionably one of the most popular comic strips of all time. The imaginative world of a boy and his real-only-to-him tiger was first syndicated in 1985 and appeared in more than 2,400 newspapers when Bill Watterson retired on January 1, 1996. The entire body of Calvin and Hobbescartoons was originally published in hardcover as a truly noteworthy tribute to this singular cartoon in The Complete Calvin and Hobbes. These four full-colour volumes in a sturdy slipcase include all the Cal




En lire plus",https://m.media-amazon.com/images/I/416tviScNPL._SY600_.jpg,,,
Nicolas Petrimaux,"Ramon Perez est fou à lier. Il ferait tout pour flinguer la rock star du S.A.V. !

Suspecté d’être impliqué dans l’attentat visant la Robotop, Jacques Ramirez est désormais recherché par la police de Falcon City ! Alors qu’un étrange personnage ressurgit dans sa vie, il décide de fuir la ville en compagnie de Chelsea Tyler et Dakota Smith. Mais les hommes du cartel n’ont pas dit leur dernier mot. Ils feront tout, absolument tout, pour retrouver l’homme qui les a trahis.La suite tant attendue d’Il faut flinguer Ramirez arrive dans les bacs ! Jacques se retrouve embarqué bien malgré lui dans une chasse à l’homme aussi explosive que pittoresque. L’occasion idéale pour régler certains conflits familiaux et profiter des richesses qu’offrent l’État d’Arizona.",https://m.media-amazon.com/images/I/81GnAAXLXEL._SY600_.jpg,,,
Juanjo Guarnido,"Juan Díaz Canalès est né en 1972 à Madrid, en Espagne. Il lit très tôt de la bande dessinée avant de s&#39intéresser au dessin animé. C&#39est décidé, il en fera son métier ! À 18 ans, il intègre un studio d&#39animation et y rencontre Juanjo Guarnido, avec lequel il se lie d&#39amitié. Juan reste en Espagne alors que Juanjo part en France travailler pour les studios d&#39animation de Disney. Mais cela ne les empêche pas de réfléchir à un projet de bande dessinée, ce qui donnera des années plus tard ""Blacksad ». Juan Díaz Canalès continue de fréquenter l&#39école des Beaux-Arts, puis, en 1996, fonde avec trois autres dessinateurs une société d&#39animation baptisée ""Tridente Animation"". Il est ainsi amené à travailler avec des entreprises européennes et américaines. Díaz Canalès partage son temps entre son activité de scénariste pour la BD ou l&#39animation et celle de superviseur de séries télé et de films d&#39animation longs-métrages. ""Blacksad"" est sa première série qui voit le jour en 2000 et qui s&#39inscrit dans le pur esprit du polar noir américain. Devenue culte, adaptée en jeu vidéo en 2019 (« Under the skin »), la série est publiée dans plus de 20 pays et connaîtra une actualité en 2021 après 7 ans d&#39absence ! Un 7e album, tant attendu, paraît en 2023. Mais le scénariste a également collaboré avec plusieurs dessinateurs dont José-Luis Munuera sur le très beau diptyque ""Fraternity"" (Dargaud, 2011) et Ruben Pellejero, de succéder à Hugo Pratt pour la reprise des aventures de Corto Maltese (Casterman). En 2015, il sort chez l&#39éditeur espagnol Astiberri un roman graphique dont il signe le scénario et le dessin sous le titre Au fil de l&#39eau (parution chez Rue de Sèvres en 2016). Il collabore également avec le dessinateur Antonio Lapone et la co-scénariste Teresa Valero en créant le diptyque ""Gentlemind"" (Dargaud, 2020), qui raconte le destin poignant d&#39une femme qui hérite d&#39un magazine de charme, &#39Gentlemind&#39, dans le New York des années 1950/1960. Il prépare également un diptyque fantastique avec le dessinateur Toni Fejzula, à paraître chez Dargaud.

Juanjo Guarnido est né à Grenade, en Espagne, en 1967. Il passe son enfance dans le village de Salobrena, au bord de la Méditerranée, à dessiner. Plus tard, sa famille s&#39installe à Grenade, en Andalousie. C&#39est là qu&#39il étudie les Beaux-Arts et obtient son diplôme. Par la suite, il participe à la réalisation de plusieurs fanzines grenadins. Durant ces années, il publie également de nombreuses illustrations chez Cómics Forum (un label de Planeta DeAgostini) pour l&#39édition espagnole de Marvel, ce qui lui permet de toucher un public espagnol assez large. Il prend ensuite contact avec le milieu du dessin animé et s&#39installe à Madrid où, pendant trois ans, il travaille sur plusieurs séries télé pour les studios d&#39animation Lapiz Azul. C&#39est lors de son premier jour chez Lapiz Azul qu&#39il rencontre Juan Díaz Canalès, qui deviendra son scénariste sur ""Blacksad"". En 1993, il déménage à Paris pour intégrer les studios Walt Disney à Montreuil, où il travaille comme animateur jusqu&#39à la fermeture des bureaux. Adepte depuis toujours de la BD européenne, il entreprend patiemment ce qui sera la longue fabrication de son premier album, le tome 1 de ""Blacksad"" (Dargaud), ""Quelque part entre les ombres"", paru en 2000 et dont le 7e album, tant attendu, est publié en 2023. Il mène alors de nouveaux projets en parallèle, comme ""Sorcelleries"" (Dargaud), avec Teresa Valero, ""Voyageur"" (Glénat, projet collectif) et ""Les Indes fourbes"" (Delcourt) avec Alain Ayroles. Par ailleurs, il a illustré la pochette du groupe de hard rock Freak Kitchen, &#39Cooking with pagans"" (2014) et a également réalisé le clip de leur morceau &#39Freak of the week&#39. En 2021, il réalise la couverture du premier ""Batman Death Metal"" pour DC/Urban Comics, collection lancée en 2021 autour de groupes de heavy metal, en mettant en scène le groupe Megadeth. L&#39année 2021 marque également le grand retour de Blacksad avec le premier volume d&#39un diptyque pour cette série culte qui connaît un succès considérable, publiée dans plus de 20 pays. Une adaptation en jeu vidéo a d&#39ailleurs vu le jour en 2019 sous le titre ""Under the skin"".",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Philippe Richelle,"Philippe Richelle est né à Liège en 1964. Diplômé en sciences politiques de l’université de Liège, il débute sa carrière d&#39auteur de bande dessinée en 1984 dans les pages du journal Tintin, écrivant notamment Jordan pour Cadot et Donnington pour Jean-Yves Delitte. En 1993, il entre au mensuel (À Suivre) où il écrit Le Wagon Rouge pour Éric Gorski puis Belle comme la Mort pour Jean-Michel Beuriot. Il lance ensuite avec Delitte Les Coulisses du Pouvoir, série policière qui, pour la première fois en bande dessinée, explore avec réalisme les rouages de la politique. Le succès, public et critique, est au rendez-vous. La série est récompensée par le prix St-Michel du meilleur scénario en 2002. Parallèlement, il crée avec Jean-Michel Beuriot la série Amours Fragiles, grande fresque historico-romanesque qui relate avec nuance et sensibilité le deuxième conflit mondial depuis l&#39avènement du nazisme jusqu&#39à sa chute. Le premier tome, Le Dernier Printemps, a obtenu le prix du Jury œcuménique, une nomination au prix du meilleur scénario au festival d&#39Angoulême 2002 et le Bédélys d&#39Or de Montréal qui récompense le meilleur album de l&#39année 2001. La série, encensée par la critique (Le Monde, Libération, Die Welt, Süddeutsche Zeitung, etc.), est aujourd&#39hui traduite en Espagne, en Allemagne et est entrée dans la collection « Classiques et Contemporains » des éditions Magnard. Il signe plus tard le diptyque Opération Vent Printanier avec Pierre Wachs, dans lequel il évoque sous un angle original la rafle du Vel&#39d&#39Hiv. En 2006, il fait son grand retour chez Glénat (où il avait cosigné deux albums au début des années 90) avec la série Secrets Bancaires, dans laquelle il explore les dessous noirs de la finance. Pierre Wachs et Dominique Hé assurent la réalisation graphique. Une nouvelle fois, c&#39est un succès. Après huit albums, la série se prolonge avec un second cycle, Secrets Bancaires USA, dessiné par Dominique Hé. Ensuite, dans Les Mystères de la République, son projet le plus ambitieux à ce jour, il conjugue ses passions pour l&#39Histoire, la politique et le polar. À travers des intrigues à caractère policier, il revisite l&#39histoire de France des années 30 à nos jours en s&#39inspirant librement de faits réels. La série, portée par le talent graphique de Pierre Wachs, Alfio Buscaglia et François Ravard est un best-seller. En 2015, il publie chez Rue de Sèvres le roman graphique Mitterrand, un jeune homme de droite, unanimement salué par la critique. À partir de 2017 et jusqu&#39en 2019, il scénarise les cinq tomes de Les Guerriers de Dieu dessinés par Pierre Wachs. Le récit plonge le lecteur au XVIe siècle et nous fait redécouvrir l&#39émergence du protestantisme ainsi que son implication politique au cours de la Renaissance. En 2019, il signe avec Jean-Michel Beuriot, un one shot inti

Régis Penet est un dessinateur et scénariste de bande dessinée. Il a étudié l&#39art et est titulaire d&#39un diplôme d&#39études supérieures en histoire. En 2001, il signe un premier contrat chez Soleil avec l&#39album Fleurs carnivores. L&#39aventure continue chez le même éditeur avec la sortie, en mai 2004, de Marie des Loups sur un scénario de Frédéric L&#39Homme. Après le très beau Lorenzaccio, il démarre en 2014 une collaboration avec Jean Dufaux : Koba, chez Delcourt. Début 2015, il rejoint l’épopée Roma (scénario de Convard, Adam et Boisserie, d’après une idée originale de Gilles Chaillet) dont il dessine les tomes 1 et 5. En 2017, il se lance en solo et publie Antigone chez Glénat. L&#39année suivante, il sort deux ouvrages, Imperium sur un scénario de LF Bollée ainsi que La Tomate avec Anne-Laure Reboul qui reçoit en 2023 le "" Prix des Lycéens Francophones de Turquie"". Toujours avec cette dernière, il sort La Marche chez Vents d&#39Ouest en 2019. Puis il débute la série Affaires d’Etat en 2021, toujours chez Glénat. Réside dans la Drôme.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Scott Cawthon,"Diana Camero was born in Tamaulipas, Mexico. Although she graduated from college as a graphic designer, she is dedicating her life to video games, comic books, and illustration.
Recently, she has worked for the video games industry as a 2D concept designer but now she’s become an independent comic book artist. Her comic artwork includes Oneshi Press Anthology, Mr. Guy Zombie Hunter, and Guscomics. She is a huge fan of Five Nights at Freddy&#39s!

Scott Cawthon is the author of the bestselling video game series Five Nights at Freddy&#39s, and while he is a game designer by trade, he is first and foremost a storyteller at heart. He is a graduate of The Art Institute of Houston and lives in Texas with his family.
Claudia Schröder has drawn characters and imagined their stories since the early years of her childhood. She studied graphic design and worked later as a 2D game artist at a small game studio. In 2014 Claudia made the big step to become a self-employed artist. These days her alter ego, “Pinky Pills,” is known for her work with Scott Cawthon on the Five Nights at Freddy&#39s franchise. Claudia lives in Salzgitter, Germany.
Claudia Aguirre is a GLAAD and Eisner Award nominated artist and writer. She is co-founder of Boudika Comics. Her works include Hotel Dare (Boom! Studios), Morning in America (Oni Press) and Lost on Planet Earth (Comixology Originals).
Kira Breed-Wrisley has been writing stories since she could first pick up a pen and has no intention of stopping. She is the author of seven plays for Central New York teen theater company The Media Unit, and has developed several books with Kevin Anderson & Associates. She is a graduate of Cornell University, and lives in Brooklyn, New York.
Christopher Hastings is a comics writer best known for creating the award-winning Adventures of Dr. McNinja and co-creating The Unbelievable Gwenpool. His other writing credits include Adventure Time, Deadpool, and Quantum & Woody. Christopher also voices Frederick de Bonesby for the narrative play podcast Rude Tales of Magic.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
VALERIE LEMAIRE / OLIVIER NEURAY,"Alors que la crise de 1929 a plongé les classes populaires anglaises dans une misère noire et que le fascisme émerge partout en Europe, dans les amphithéâtres de Cambridge, la majorité des étudiants reste indifférente, assurée d&#39appartenir à une caste immuable d&#39élus. Mais les certitudes se lézardent pour certains, et au doute succèdent le dégoût puis la conviction que le Vieux Continent se compromet. Seule l&#39Union soviétique semble avoir quitté la rive à temps... De cette prise de conscience naît le plus incroyable réseau d&#39espions du XXe siècle, qui, dans l&#39ombre, infléchira radicalement, pendant plus de 30 ans, le cours de l&#39Histoire : Les Cinq de Cambridge ! Cette intégrale regroupe les 3 volumes de la série.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Stefano Martino,"Scénariste de bandes dessinées.

Dessinateur de bandes dessinées.",https://m.media-amazon.com/images/I/71RhKbikkoL._SY600_.jpg,,,
Gaet&#39s,Dessinateur. Musicien.,,,,
Rodolphe,"Grand amateur de rock&#39n&#39roll, de légendes celtes, de whisky single malt et de littérature fantastique, Rodolphe a eu la chance de voir aboutir son rêve d&#39enfant : inventer des histoires, écrire, être publié, partager ses rêves, ses douleurs, ses émotions.
Critique, journaliste, concepteur d&#39expositions, auteur pour enfants, romancier, il consacre toutefois l&#39essentiel de son temps à l&#39écriture de scénarios de bande dessinée.
Il a à ce jour signé près de 200 albums, dont Kenya et Trent (avec Léo), Les Ecluses du Ciel (avec Rouge et Allot), Les Moineaux ou La Marque Jacobs (avec Alloing), Gothic et Markheim (avec Marcelé), Commissaire Raffini (avec Ferrandez et Maucler), Cliff Burton (avec Durand), Les Abîmes du Temps (avec Mounier), Les Autres Mondes (avec Florence Magnin), La Maison-Dieu (avec Nathalie Berr), Namibia, Le Village ou Memphis (avec Bertrand Marchal), Marie-Antoinette, La Reine Fantôme avec Annie Goetzinger, La MARQUE JACOBS et ROBERT SAX (avec Alloing) Centaurus (avec Léo et Janjétov))
Il écrit aussi des livres sur la musique et tout particulièrement sur le rock et le blues, comme Chroniques des Années Rock&#39n&#39Roll (éditions Chroniques, 2007), Vinyls Yéyé (éditions Ereme, 2008), Rock&#39n&#39Roll Vinyls (éditions Stephan Bachès, 2011), Les Disques que vous n&#39écouterez plus jamais (ed. Desinge & Hugo) 2014), Gene Vincent (avec Georges Van Linthout, éditions Dargaud, 2007), et plusieurs titres pour les éditions B.D Jazz dont Les Zazous (avec Estelle Meyrand), Blind Lemon Jefferson (avec Wens), Hank Williams (avec Solmon) Buddy Holly et Johnny Cash avec Max Cabanes.
En 2011 est édité chez Vents d&#39Ouest l&#39album Mojo, dessiné Georges Van Lithout, un roman graphique racontant le destin d&#39un bluesman traversant un siècle de musique et de culture populaire. Il récidive en 2013 avec le même dessinateur en publiant Celui qui n&#39existait plus, un road movie existentiel sur les routes américaines, toujours pour la très belle collection Intégra de Vents d&#39Ouest
La même année il rejoint Griffo et Frederic Lenoir pour l&#39adaptation BD de L&#39Oracle Della Luna chez Glénat, où il publie également Le Baron fou (avec Michel Faure) les trois tomes de Memphis (avec Bertrand Marchal).
En 2014 il publie le roman Petits Fantômes (Ed. Michalon) consacré au rock&#39n&#39roll anglais des années 1950-1960


Bertrand Marchal est un dessinateur wallon, originaire de Verviers. Dès 1998, il signe récits complets ou gags pour Spirou, en collaborant avec Thiriet, Zabus ou Janssens au scénario.Puis il publie avec Les Châtiments de l&#39an mil sa première série en 2000. Avec Rodolphe et Leo au scénario, il dessine Frontière (Le Lombard, 4 tomes parus), Le Village (Bamboo, 3 tomes parus) et Namibia (Dargaud, 5 tomes parus, coscénario avec Leo). Toujours avec Rodolphe, Bertrand lance chez Glénat en 2013 la série Memphis dont Leo assure la préface du premier tome. Réside en Belgique.",,,,
Vergari Luana,"Luana Vergari est née en Italie et depuis quelques années habite à Lille. Elle y enseigne la BD et l&#39illustration au Centre d&#39Arts Plastiques de Wazemmes et le scénario à ARTFX, une école supérieure internationale pour les métiers de l&#39image, implantée à Roubaix. Scénariste curieuse, elle a écrit pour le cinéma, l&#39animation, les dessins animés, la bande dessinée et le monde de la littérature jeunesse. Elle a travaillé et publié dans plusieurs pays. Sa passion pour les langues et les cultures du monde entier l&#39a poussée à écrire l&#39album jeunesse Les Langues de Chat qui a remporté le Label européen des langues 2014.
Après 30 Days ?till Xmas et toujours avec le dessinateur Massimo Semerano elle réalise en ce moment sa nouvelle série webtoon pour la plateforme Weboon Factory des éditions Dupuis. Et en même temps, elle travaille à la réalisation de nouvelles série BD tout public y compris Harry Dickson, l&#39adaptation des célèbres romans de Jean Ray qu&#39 elle coécrit avec Doug Headline pour le dessinateur Onofrio Catacchio.

Doug Headline fait à dix-huit ans ses débuts de journaliste dans le mythique magazine « Métal Hurlant ». Passionné de BD, de cinéma, de fantastique et de SF, on le retrouve parmi les fondateurs du mensuel de cinéma culte Starfix et de la maison d&#39édition Zenda, qui publiera des classiques comme Watchmen ou Prince Valiant et les premiers albums d&#39auteurs tels que Sylvain Savoia, J-D Morvan, Olivier Ledroit, Mezzo & Pirus, etc.

Scénariste, réalisateur, traducteur, éditeur, il adapte depuis 2007 avec Max Cabanes les romans de J-P Manchette pour Aire Libre (La Princesse du Sang, Nada, Fatale, Morgue pleine). Il a aussi signé en Aire Libre Midi-Minuit (2018, dessin Massimo Semerano). Il travaille actuellement pour Dupuis à des adaptations en BD de Jack Vance, Donald Westlake et Richard Stark.

Né en 1964, Onofrio Catacchio est un dessinateur et scénariste italien.

En 1987, il fait ses débuts dans les pages du magazine « Frigidaire » et au début des années 1990, il crée Red Star, le cosmonaute Gregory Vostok, protagoniste d&#39une saga de SF en trois volumes. Il a écrit et dessiné des épisodes de l&#39Inspecteur Coliandro, basés sur des histoires de Carlo Lucarelli. Il a écrit Fils de l&#39enfer, dessiné par Andrea Accardi et publié en France par Albin Michel. Avec Luigi Bernardi, il a créé le roman graphique Fantomax, Vous ne craindrez aucun mal en 2011. Pour Sergio Bonelli Editore, en 2017, il a écrit et dessiné La Mano Nera, un enquête de Joe Petrosino. En 2019, il publie le roman biographique Pollock Confidential. Il enseigne la bande dessinée à l&#39Académie des beaux-arts de Bologne.

En 2023, en collaboration avec Doug Headline et Luana Vergari, il réalise le premier tome de la série « Harry Dickson », le détective du romancier Jean Ray, aux éditions Dupuis.",https://m.media-amazon.com/images/S/amzn-author-media-prod/a3e81583ku085lrtdqpnsg187i._SY600_.jpg,,,
Chang Sheng,"Chang Sheng est dessinateur et scénariste de manhua. Connu notamment pour ses séries Stanle et X-Girl, il est lauréat de nombreux prix à Taïwan. Il est à l’origine de la série Oldman publiée aux Editions Kotoji et participe au collectif Les rêveurs du Louvre.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Bollée Laurent-Frédéric,"Laurent-Frédéric Bollée est né en 1967 à Orléans. Il a exercé pendant vingt ans une activité de journaliste audiovisuel, notamment pour France 2 et RMC. Depuis quelques années, il se consacre à son métier de scénariste de bande dessinée, avec plus de 70 albums déjà parus chez les plus grands éditeurs. On lui doit notamment quelques romans graphiques remarqués : La Bombe (avec Alcante et Rodier, Glénat, 2020), Terra Australis/Terra Doloris (avec Nicloux, Glénat, 2013), Malik Oussekine Contrecoups (avec Puchol, Casterman, 2022), sans oublier un album de la série XIII Mystery (avec Cuzor, 2013) et la reprise de la série Bruno Brazil, en compagnie de Philippe Aymond. (Le Lombard). C&#39est donc avec ce dernier et Lady S qu&#39il poursuit aujourd&#39hui une nouvelle collaboration (après également ApocalypseMania, Dargaud), et intègre pour la première fois Dupuis.

Philippe Aymond naît à Paris le 3 février 1968. Sa vocation lui apparaît vite évidente : il fera de la bande dessinée. Carton à dessin sous le bras et maîtrise d&#39Arts Plastiques en poche, il est repéré en 1989 par Jean-Claude Mézières qui l&#39engage comme co-dessinateur du projet ""Canal Choc"", série d&#39aventure scénarisée par Pierre Christin et présentant une CNN à la française. Aymond confesse que pendant ces années de formation Christin lui a appris à regarder plutôt que voir. Et que quand il est confronté à une difficulté graphique, il se demande toujours comment Mézières se sortirait de cette dernière. En 1994, Christin propose à Aymond de travailler, en compagnie de Max Cabanes, sur ""L&#39Homme qui fait le tour du monde"", expérience hybride mêlant aventure et récit de voyage. Aymond et Christin collaborent ensuite, en 1997, sur la série ""4 x 4"" et le one shot ""Les Voleurs de villes"", chez Dargaud. Avec le changement de millénaire, Aymond change de scénariste et réalise, avec Laurent-Frédéric Bollée, ""Apocalypsemania"", une puissante série SF dont les huit épisodes paraîtront sur la période 2001-2010. Aymond y trouve l&#39occasion de s&#39essayer à la couleur directe et de dessiner un univers imaginaire, lui que se cantonnait jusque là au monde moderne. Séduit par l&#39élégante sobriété de son trait, Jean Van Hamme confie à Aymond, en 2003, la destinée de l&#39énigmatique Lady S, pour les Éditions Dupuis. Au programme : une héroïne aux multiples identités, de l&#39espionnage, de l&#39action et des intrigues serrées s&#39intéressant aux problématiques de notre temps. ""Lady S"", pour Aymond, c&#39est tout simplement ""la Rolls Royce du scénario"". Une Rolls qu&#39aujourd&#39hui il conduit seul, après avoir réalisé en tant qu&#39auteur complet le diptyque ""Highlands"" (2012-2013). Fidèle à ses amitiés comme à ses héros d&#39enfance, Philippe Aymond a publié chez Dupuis Est-Ouest, album de souvenirs signé Pierre Christin (2018), ainsi qu&#39une reprise de ""Bruno Brazil"" pour les Éditions Le Lombard, en compagnie de Bollée. Le tome 14 de ""Lady S"", Code vampiir, est paru en novembre 2019. Influencé par les classiques américains, comme Milton Caniff ou Stan Drake, Philippe Aymond a gardé de ses mentors le goût pour un trait à la fois réaliste, esthétique et efficace. Challenger de Hermann en termes de rapidité de dessin, il a travaillé avec les plus grands scénaristes avant de voler de ses propres ailes sur ""Highlands"" puis ""Lady S"". Ce qui lui vaut à la fois une place de choix au panthéon des dessinateurs comme dans le coeur des lecteurs.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
